function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.image.yuv_to_rgb,['images'],['data'],[False],tensor,349
tf.image.extract_glimpse,"['input', 'size', 'offsets', 'centered', 'normalized', 'noise', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'bool', 'string', 'name']","[False, False, False, True, True, True, True]",tensor,679
tf.image.adjust_jpeg_quality,"['image', 'jpeg_quality', 'name']","['None', 'int', 'name']","[False, False, True]",image,556
tf.image.adjust_gamma,"['image', 'gamma', 'gain']","['image', 'tensor', 'tensor']","[False, False, False]",tensor,336
tf.image.non_max_suppression_with_scores,"['boxes', 'scores', 'max_output_size', 'iou_threshold', 'score_threshold', 'soft_nms_sigma', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, False, False, True]",tensor,793
tf.image.resize,"['images', 'size', 'method', 'preserve_aspect_ratio', 'antialias', 'name']","['batch', 'elements', 'bilinear', 'images', 'filter', 'name']","[False, False, False, False, False, True]",images,1244
tf.image.transpose,"['image', 'name']","['batch', 'name']","[False, True]",image,367
tf.image.ssim,"['img1', 'img2', 'max_val', 'filter_size', 'filter_sigma', 'k1', 'k2', 'return_index_map']","['batch', 'batch', 'difference', 'default', 'default', 'default', 'default', 'map']","[False, False, False, False, False, False, False, False]",tensor,797
tf.image.stateless_random_crop,"['value', 'size', 'seed', 'name']","['tensor', 'tensor', 'int32', 'name']","[False, False, False, True]",tensor,320
tf.image.resize_with_crop_or_pad,"['image', 'target_height', 'target_width']","['batch', 'height', 'target']","[False, False, False]",images,546
tf.image.yiq_to_rgb,['images'],['data'],[False],tensor,168
tf.image.total_variation,"['images', 'name']","['batch', 'name']","[False, True]",images,315
tf.image.non_max_suppression,"['boxes', 'scores', 'max_output_size', 'iou_threshold', 'score_threshold', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'name']","[False, False, False, False, False, True]",tensor,472
tf.image.stateless_sample_distorted_bounding_box,"['image_size', 'bounding_boxes', 'seed', 'min_object_covered', 'aspect_ratio_range', 'area_range', 'max_attempts', 'use_image_if_no_bounding_boxes', 'name']","['tensor', 'tensor', 'int32', 'float32', 'floats', 'floats', 'int', 'bool', 'name']","[False, False, False, False, True, True, True, True, True]",tensor,1127
tf.image.rot90,"['image', 'k', 'name']","['batch', 'tensor', 'name']","[False, False, True]",tensor,343
tf.image.stateless_random_brightness,"['image', 'max_delta', 'seed']","['image', 'float', 'int32']","[False, False, False]",image,286
tf.image.rgb_to_grayscale,"['images', 'name']","['tensor', 'name']","[False, True]",image,201
tf.image.image_gradients,['image'],['batch_size'],[False],tensor,548
tf.image.adjust_saturation,"['image', 'saturation_factor', 'name']","['dimension', 'float', 'name']","[False, False, True]",image,328
tf.audio.encode_wav,"['audio', 'sample_rate', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",tensor,254
tf.audio.decode_wav,"['contents', 'desired_channels', 'desired_samples', 'name']","['tensor', 'int', 'int', 'name']","[False, True, True, True]",tensor,358
tf.lookup.TextFileInitializer,"['filename', 'key_dtype', 'key_index', 'value_dtype', 'value_index', 'vocab_size', 'delimiter', 'name', 'value_index_offset']","['tensor', 'key', 'index', 'value', 'index', 'elements', 'delimiter', 'name', 'cases']","[False, False, False, False, False, False, False, True, False]",operation,857
tf.lookup.StaticHashTable,"['initializer', 'default_value', 'name', 'experimental_is_anonymous']","['hashtable', 'key', 'name', 'default']","[False, False, True, False]",tensor,669
tf.lookup.KeyValueTensorInitializer,"['keys', 'values', 'key_dtype', 'value_dtype', 'name']","['tensor', 'tensor', 'keys', 'values', 'name']","[False, False, False, False, True]",operation,330
tf.lookup.StaticVocabularyTable,"['initializer', 'num_oov_buckets', 'lookup_key_dtype', 'name', 'experimental_is_anonymous']","['tableinitializerbase', 'statichashtable', 'lookup', 'name', 'default']","[False, False, False, True, False]",sparsetensor,1102
tf.lookup.experimental.DenseHashTable,"['key_dtype', 'value_dtype', 'default_value', 'empty_key', 'deleted_key', 'initial_num_buckets', 'name', 'checkpoint', 'experimental_is_anonymous']","['tensor', 'tensor', 'key', 'buckets', 'buckets', 'experimental_is_anonymous', 'name', 'shared_name', 'default']","[False, False, False, False, False, True, True, False, False]",operation,1347
tf.lookup.experimental.MutableHashTable,"['key_dtype', 'value_dtype', 'default_value', 'name', 'checkpoint', 'experimental_is_anonymous']","['tensor', 'tensor', 'key', 'name', 'shared_name', 'default']","[False, False, False, True, False, False]",tensor,1146
tf.mlir.experimental.convert_saved_model_v1,"['saved_model_path', 'exported_names', 'tags', 'lift_variables', 'include_variables_in_initializers', 'upgrade_legacy', 'show_debug_info']","['path', 'names', 'metagraphdef', 'arguments', 'initializers', 'graph', 'form']","[False, False, False, False, False, False, False]",mlir,169
tf.mlir.experimental.convert_saved_model,"['saved_model_path', 'exported_names', 'show_debug_info']","['path', 'names', 'form']","[False, False, False]",mlir,108
tf.mlir.experimental.tflite_to_tosa_bytecode,"['flatbuffer', 'bytecode', 'use_external_constant', 'ordered_input_arrays', 'ordered_output_arrays']","['path', 'bytecode', 'tfl.external_const', 'None', 'function']","[False, False, False, False, False]",None,141
tf.mlir.experimental.convert_function,"['concrete_function', 'pass_pipeline', 'show_debug_info']","['concretefunction', 'description', 'form']","[False, False, False]",concretefunction,351
tf.mlir.experimental.write_bytecode,"['filename', 'mlir_txt']","['filename', 'format']","[False, False]",None,85
tf.mlir.experimental.convert_graph_def,"['graph_def', 'pass_pipeline', 'show_debug_info']","['graph_pb2.graphdef', 'description', 'form']","[False, False, False]",graphdef,224
tf.mlir.experimental.run_pass_pipeline,"['mlir_txt', 'pass_pipeline', 'show_debug_info']","['mlir', 'module', 'form']","[False, False, False]",mlir,115
tf.summary.record_if,['condition'],['bool'],[False],None,210
tf.summary.image,[],[],[],default,708
tf.summary.flush,"['writer', 'name']","['None', 'argument']","[False, False]",tf.operation,110
tf.summary.histogram,[],[],[],default,668
tf.summary.scalar,[],[],[],default,433
tf.summary.trace_export,"['name', 'step', 'profiler_outdir']","['name', 'int64', 'directory']","[False, False, False]",None,186
tf.summary.SummaryWriter,['step'],['int64'],[False],context,505
tf.summary.create_file_writer,"['logdir', 'max_queue', 'flush_millis', 'filename_suffix', 'name', 'experimental_trackable', 'experimental_mesh']","['directory', 'defaults', 'defaults', 'v2', 'name', 'trackableresource', 'accelerator']","[False, False, False, True, False, False, False]",object,234
tf.summary.audio,[],[],[],default,416
tf.summary.text,[],[],[],default,530
tf.summary.write,"['tag', 'tensor', 'step', 'metadata', 'name']","['tf.summary.summary_scope', 'callable', 'int64', 'bytes', 'name']","[False, False, False, True, True]",default,285
tf.summary.trace_on,"['graph', 'profiler']","['collection', 'collection']","[False, False]",None,184
tf.summary.graph,['graph_data'],['graph'],[False],default,290
tf.profiler.experimental.start,"['logdir', 'options']","['directory', 'profileroptions']","[False, False]",None,165
tf.profiler.experimental.stop,['save'],['default'],[True],None,77
tf.profiler.experimental.Profile,"['logdir', 'options']","['data', 'behavior']","[False, True]",None,148
tf.profiler.experimental.Trace,"['name', 'kwargs']","['event', 'logdir']","[False, False]",None,563
tf.profiler.experimental.client.monitor,"['service_addr', 'duration_ms', 'level']","['address', 'duration', 'job']","[False, False, False]",monitoring,232
tf.profiler.experimental.client.trace,"['service_addr', 'logdir', 'duration_ms', 'worker_list', 'num_tracing_attempts', 'options']","['localhost12345', 'your_tb_dir', 'duration', 'configuration', 'event', 'namedtuple']","[False, False, False, True, True, False]",None,908
tf.profiler.experimental.server.start,['port'],['port'],[False],None,107
tf.nn.embedding_lookup,"['params', 'ids', 'max_norm', 'name']","['tensor', 'tensor', 'none', 'name']","[False, False, False, True]",tensor,544
tf.nn.RNNCellDropoutWrapper,"['cell', 'input_keep_prob', 'output_keep_prob', 'state_keep_prob', 'variational_recurrent', 'input_size', 'dtype', 'seed', 'dropout_state_filter_visitor', 'kwargs']","['projection', 'float', 'float', 'state_keep_prob', 'true', 'tensor', 'tensor', 'int', 'true', 'arguments']","[False, False, False, False, False, True, True, True, True, False]",tensor,4109
tf.nn.max_pool_with_argmax,"['input', 'ksize', 'strides', 'padding', 'data_format', 'output_dtype', 'include_batch_in_index', 'name']","['tensor', 'tensor', 'tensor', 'string', 'string', 'tensor', 'boolean', 'name']","[False, False, False, False, True, True, True, True]",tensor,580
tf.nn.ctc_loss,"['labels', 'logits', 'label_length', 'logit_length', 'logits_time_major', 'unique', 'blank_index', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'logits', 'ctc_unique_labels', 'num_labels', 'op']","[False, False, False, False, True, True, True, False]",loss,906
tf.nn.scale_regularization_loss,['regularization_loss'],['loss'],[False],loss,184
tf.nn.ctc_unique_labels,"['labels', 'name']","['tensor', 'op']","[False, False]",tensor,226
tf.nn.log_poisson_loss,"['targets', 'log_input', 'compute_full_loss', 'name']","['tensor', 'tensor', 'favor', 'name']","[False, False, False, True]",tensor,481
tf.nn.local_response_normalization,"['input', 'depth_radius', 'bias', 'alpha', 'beta', 'name']","['tensor', 'int', 'float', 'float', 'float', 'name']","[False, True, True, True, True, True]",tensor,398
tf.nn.log_softmax,"['logits', 'axis', 'name']","['tensor', 'default', 'name']","[False, False, True]",tensor,183
tf.nn.conv1d_transpose,"['input', 'filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'ints', 'or', 'and', 'ints', 'tensor']","[False, False, False, False, False, False, False, True]",tensor,563
tf.nn.batch_norm_with_global_normalization,"['input', 'mean', 'variance', 'beta', 'gamma', 'variance_epsilon', 'scale_after_normalization', 'name']","['input', 'dimension', 'dimension', 'tensor', 'tensor', 'float', 'tensor', 'name']","[False, False, False, False, False, False, False, True]",t,301
tf.nn.leaky_relu,"['features', 'alpha', 'name']","['tensor', 'activation', 'name']","[False, False, True]",activation,246
tf.nn.conv_transpose,"['input', 'filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'ints', 'or', 'input', 'ints', 'name']","[False, False, False, False, False, False, False, True]",tensor,719
tf.nn.selu,"['features', 'name']","['tensor', 'name']","[False, True]",tensor,204
tf.nn.avg_pool2d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['tensor', 'tensor', 'tensor', 'or', 'nchw', 'name']","[False, False, False, False, False, True]",tensor,288
tf.nn.normalize_moments,"['counts', 'mean_ss', 'variance_ss', 'shift', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'moments']","[False, False, False, False, False]",tensor,209
tf.nn.softmax_cross_entropy_with_logits,"['labels', 'logits', 'axis', 'name']","['batch_size', 'activation', 'class', 'name']","[False, False, False, True]",tensor,538
tf.nn.compute_average_loss,"['per_example_loss', 'sample_weight', 'global_batch_size']","['loss', 'example', 'losses']","[False, True, True]",per_example_loss,264
tf.nn.conv1d,"['input', 'filters', 'stride', 'padding', 'data_format', 'dilations', 'name']","['float16', 'input', 'ints', 'same', 'string', 'ints', 'name']","[False, False, False, False, True, False, True]",tensor,536
tf.nn.pool,"['input', 'window_shape', 'pooling_type', 'strides', 'padding', 'data_format', 'dilations', 'name']","['batch_size', 'ints', 'avg', 'defaults', 'algorithm', 'input', 'defaults', 'name']","[False, False, False, True, False, False, True, True]",output_spatial_shape,835
tf.nn.silu,"['features', 'beta']","['tensor', 'tensor']","[False, False]",activation,175
tf.nn.fractional_avg_pool,"['value', 'pooling_ratio', 'pseudo_random', 'overlapping', 'seed', 'name']","['tensor', 'floats', 'bool', 'bool', 'int', 'name']","[False, False, True, True, True, True]",None,528
tf.nn.avg_pool3d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['tensor', 'tensor', 'tensor', 'or', 'ncdhw', 'name']","[False, False, False, False, False, True]",tensor,314
tf.nn.depthwise_conv2d_backprop_filter,"['input', 'filter_sizes', 'out_backprop', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'ints', 'or', 'string', 'tensor', 'name']","[False, False, False, False, False, True, True, True]",tensor,719
tf.nn.relu6,"['features', 'name']","['tensor', 'name']","[False, True]",tensor,308
tf.nn.conv3d,"['input', 'filters', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'string', 'string', 'tensor', 'name']","[False, False, False, False, True, True, True]",tensor,519
tf.nn.weighted_cross_entropy_with_logits,"['labels', 'logits', 'pos_weight', 'name']","['tensor', 'tensor', 'logits', 'name']","[False, False, False, True]",tensor,783
tf.nn.batch_normalization,"['x', 'mean', 'variance', 'offset', 'scale', 'variance_epsilon', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'tensor', 'float', 'name']","[False, False, False, False, False, False, True]",tensor,579
tf.nn.depthwise_conv2d,"['input', 'filter', 'strides', 'padding', 'data_format', 'dilations', 'name']","['data_format', 'filter_height', 'input', 'or', 'data', 'height', 'name']","[False, False, False, False, False, False, True]",tensor,983
tf.nn.depthwise_conv2d_backprop_input,"['input_sizes', 'filter', 'out_backprop', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'ints', 'or', 'string', 'tensor', 'name']","[False, False, False, False, False, True, True, True]",tensor,708
tf.nn.l2_loss,"['t', 'name']","['tensor', 'name']","[False, True]",tensor,158
tf.nn.max_pool1d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['tensor', 'tensor', 'tensor', 'string', 'defaults', 'name']","[False, False, False, False, True, True]",tensor,404
tf.nn.max_pool,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['if', 'tensor', 'tensor', 'string', 'channel', 'name']","[False, False, False, False, False, True]",tensor,969
tf.nn.atrous_conv2d,"['value', 'filters', 'rate', 'padding', 'name']","['tensor', 'tensor', 'height', 'or', 'tensor']","[False, False, False, False, True]",tensor,1459
tf.nn.softmax,"['logits', 'axis', 'name']","['tensor', 'default', 'name']","[False, False, True]",tensor,235
tf.nn.nce_loss,"['weights', 'biases', 'labels', 'inputs', 'num_sampled', 'num_classes', 'num_true', 'sampled_values', 'remove_accidental_hits', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'int', 'int', 'int', 'sampled_candidates', 'tensor', 'name']","[False, False, False, False, False, False, False, False, False, True]",tensor,737
tf.nn.dilation2d,"['input', 'filters', 'strides', 'padding', 'data_format', 'dilations', 'name']","['tensor', 'tensor', 'tensor', 'string', 'string', 'ints', 'name']","[False, False, False, False, False, False, True]",tensor,592
tf.nn.depth_to_space,"['input', 'block_size', 'data_format', 'name']","['tensor', 'int', 'string', 'name']","[False, False, True, True]",tensor,945
tf.nn.crelu,"['features', 'name', 'axis']","['tensor', 'name', 'axis']","[False, True, False]",tensor,237
